date,count
2018-07-07,4
2018-07-07,7
2018-07-08,0
2018-07-08,0
2018-07-08,0
2018-07-08,0
2018-07-08,1
2018-07-08,8
2018-07-08,17
2018-07-08,27
2018-07-08,49
2018-07-08,227
2018-07-08,838
2018-07-08,1109
2018-07-08,1092
2018-07-08,1151
2018-07-08,1101
2018-07-08,834
2018-07-08,399
2018-07-08,183
2018-07-08,1
2018-07-08,8
2018-07-08,6
2018-07-08,6
2018-07-08,8
2018-07-09,1
2018-07-09,1
2018-07-09,0
2018-07-09,0
2018-07-09,90
2018-07-09,44
2018-07-09,38
2018-07-09,43
2018-07-09,54
2018-07-09,102
2018-07-09,348
2018-07-09,673
2018-07-09,577
2018-07-09,700
2018-07-09,468
2018-07-09,303
2018-07-09,296
2018-07-09,52
2018-07-09,7
2018-07-09,1
2018-07-09,0
2018-07-09,3
2018-07-09,1
2018-07-10,0
2018-07-10,0
2018-07-10,0
2018-07-10,0
2018-07-10,3
2018-07-10,20
2018-07-10,13
2018-07-10,7
2018-07-10,53
2018-07-10,92
2018-07-10,210
2018-07-10,376
2018-07-10,506
2018-07-10,472
2018-07-10,333
2018-07-10,239
2018-07-10,192
2018-07-10,106
2018-07-10,29
2018-07-10,2
2018-07-10,1
2018-07-10,2
2018-07-10,12
2018-07-11,0
2018-07-11,1
2018-07-11,0
2018-07-11,0
2018-07-11,19
2018-07-11,56
2018-07-11,8
2018-07-11,10
2018-07-11,30
2018-07-11,134
2018-07-11,255
2018-07-11,442
2018-07-11,590
2018-07-11,636
2018-07-11,537
2018-07-11,302
2018-07-11,318
2018-07-11,69
2018-07-11,4
2018-07-11,4
2018-07-11,2
2018-07-11,3
2018-07-11,0
2018-07-12,0
2018-07-12,0
2018-07-12,0
2018-07-12,0
2018-07-12,1
2018-07-12,17
2018-07-12,11
2018-07-12,16
2018-07-12,31
2018-07-12,112
2018-07-12,257
2018-07-12,358
2018-07-12,522
2018-07-12,499
2018-07-12,427
2018-07-12,413
2018-07-12,242
2018-07-12,44
2018-07-12,7
2018-07-12,2
2018-07-12,1
2018-07-12,2
2018-07-12,5
2018-07-12,0
2018-07-13,0
2018-07-13,0
2018-07-13,0
2018-07-13,0
2018-07-13,4
2018-07-13,11
2018-07-13,14
2018-07-13,30
2018-07-13,56
2018-07-13,182
2018-07-13,269
2018-07-13,385
2018-07-13,732
2018-07-13,629
2018-07-13,521
2018-07-13,461
2018-07-13,323
2018-07-13,81
2018-07-13,34
2018-07-13,3
2018-07-13,4
2018-07-13,3
2018-07-13,2
2018-07-14,2
2018-07-14,1
2018-07-14,1
2018-07-14,0
2018-07-14,36
2018-07-14,97
2018-07-14,54
2018-07-14,178
2018-07-14,370
2018-07-14,677
2018-07-14,723
2018-07-14,803
2018-07-14,1198
2018-07-14,1233
2018-07-14,1039
2018-07-14,967
2018-07-14,852
2018-07-14,676
2018-07-14,73
2018-07-14,15
2018-07-14,8
2018-07-14,1
2018-07-14,0
2018-07-14,4
2018-07-15,1
2018-07-15,0
2018-07-15,1
2018-07-15,0
2018-07-15,10
2018-07-15,62
2018-07-15,196
2018-07-15,427
2018-07-15,811
2018-07-15,1023
2018-07-15,1372
2018-07-15,1640
2018-07-15,1615
2018-07-15,1652
2018-07-15,1693
2018-07-15,977
2018-07-15,743
2018-07-15,533
2018-07-15,107
2018-07-15,5
2018-07-15,0
2018-07-15,6
2018-07-15,2
2018-07-16,0
2018-07-16,1
2018-07-16,1
2018-07-16,0
2018-07-16,4
2018-07-16,28
2018-07-16,16
2018-07-16,91
2018-07-16,352
2018-07-16,943
2018-07-16,953
2018-07-16,1205
2018-07-16,1148
2018-07-16,1347
2018-07-16,866
2018-07-16,465
2018-07-16,413
2018-07-16,140
2018-07-16,17
2018-07-16,7
2018-07-16,8
2018-07-16,7
2018-07-16,1
2018-07-17,1
2018-07-17,1
2018-07-17,1
2018-07-17,0
2018-07-17,13
2018-07-17,27
2018-07-17,4
2018-07-17,25
2018-07-17,33
2018-07-17,128
2018-07-17,269
2018-07-17,401
2018-07-17,641
2018-07-17,723
2018-07-17,500
2018-07-17,235
2018-07-17,177
2018-07-17,93
2018-07-17,5
2018-07-17,3
2018-07-17,1
2018-07-17,8
2018-07-17,9
2018-07-18,0
2018-07-18,0
2018-07-18,0
2018-07-18,2
2018-07-18,23
2018-07-18,55
2018-07-18,15
2018-07-18,23
2018-07-18,53
2018-07-18,127
2018-07-18,271
2018-07-18,355
2018-07-18,443
2018-07-18,478
2018-07-18,251
2018-07-18,133
2018-07-18,179
2018-07-18,66
2018-07-18,14
2018-07-18,3
2018-07-18,1
2018-07-18,4
2018-07-18,0
2018-07-19,0
2018-07-19,0
2018-07-19,0
2018-07-19,0
2018-07-19,1
2018-07-19,10
2018-07-19,5
2018-07-19,4
2018-07-19,56
2018-07-19,118
2018-07-19,214
2018-07-19,242
2018-07-19,465
2018-07-19,463
2018-07-19,328
2018-07-19,197
2018-07-19,140
2018-07-19,61
2018-07-19,10
2018-07-19,6
2018-07-19,1
2018-07-19,2
2018-07-19,1
2018-07-20,1
2018-07-20,0
2018-07-20,0
2018-07-20,0
2018-07-20,9
2018-07-20,75
2018-07-20,80
2018-07-20,47
2018-07-20,53
2018-07-20,128
2018-07-20,193
2018-07-20,418
2018-07-20,503
2018-07-20,459
2018-07-20,224
2018-07-20,131
2018-07-20,172
2018-07-20,65
2018-07-20,1
2018-07-20,0
2018-07-20,0
2018-07-20,0
2018-07-20,0
2018-07-21,0
2018-07-21,0
2018-07-21,0
2018-07-21,0
2018-07-21,1
2018-07-21,24
2018-07-21,10
2018-07-21,57
2018-07-21,134
2018-07-21,299
2018-07-21,652
2018-07-21,625
2018-07-21,877
2018-07-21,853
2018-07-21,758
2018-07-21,546
2018-07-21,315
2018-07-21,131
2018-07-21,27
2018-07-21,7
2018-07-21,0
2018-07-21,1
2018-07-21,4
2018-07-21,1
2018-07-22,0
2018-07-22,0
2018-07-22,3
2018-07-22,1
2018-07-22,3
2018-07-22,28
2018-07-22,16
2018-07-22,66
2018-07-22,215
2018-07-22,623
2018-07-22,964
2018-07-22,930
2018-07-22,1027
2018-07-22,1090
2018-07-22,748
2018-07-22,386
2018-07-22,246
2018-07-22,116
2018-07-22,22
2018-07-22,2
2018-07-22,2
2018-07-22,2
2018-07-22,4
2018-07-23,0
2018-07-23,0
2018-07-23,0
2018-07-23,0
2018-07-23,3
2018-07-23,19
2018-07-23,11
2018-07-23,23
2018-07-23,79
2018-07-23,250
2018-07-23,427
2018-07-23,661
2018-07-23,615
2018-07-23,524
2018-07-23,307
2018-07-23,192
2018-07-23,135
2018-07-23,75
2018-07-23,8
2018-07-23,4
2018-07-23,2
2018-07-23,1
2018-07-23,2
2018-07-24,0
2018-07-24,0
2018-07-24,0
2018-07-24,0
2018-07-24,5
2018-07-24,10
2018-07-24,43
2018-07-24,24
2018-07-24,100
2018-07-24,156
2018-07-24,299
2018-07-24,499
2018-07-24,595
2018-07-24,516
2018-07-24,265
2018-07-24,134
2018-07-24,129
2018-07-24,54
2018-07-24,8
2018-07-24,2
2018-07-24,3
2018-07-24,0
2018-07-24,0
2018-07-25,0
2018-07-25,0
2018-07-25,0
2018-07-25,0
2018-07-25,3
2018-07-25,3
2018-07-25,41
2018-07-25,17
2018-07-25,76
2018-07-25,133
2018-07-25,266
2018-07-25,494
2018-07-25,484
2018-07-25,583
2018-07-25,458
2018-07-25,370
2018-07-25,202
2018-07-25,41
2018-07-25,13
2018-07-25,1
2018-07-25,3
2018-07-25,2
2018-07-25,0
2018-07-25,0
2018-07-26,0
2018-07-26,0
2018-07-26,0
2018-07-26,0
2018-07-26,3
2018-07-26,21
2018-07-26,12
2018-07-26,12
2018-07-26,41
2018-07-26,145
2018-07-26,337
2018-07-26,590
2018-07-26,698
2018-07-26,649
2018-07-26,544
2018-07-26,385
2018-07-26,320
2018-07-26,97
2018-07-26,1
2018-07-26,12
2018-07-26,5
2018-07-26,1
2018-07-26,0
2018-07-26,2
2018-07-27,0
2018-07-27,0
2018-07-27,0
2018-07-27,0
2018-07-27,2
2018-07-27,37
2018-07-27,27
2018-07-27,38
2018-07-27,64
2018-07-27,105
2018-07-27,332
2018-07-27,707
2018-07-27,810
2018-07-27,1045
2018-07-27,817
2018-07-27,579
2018-07-27,348
2018-07-27,165
2018-07-27,30
2018-07-27,28
2018-07-27,1
2018-07-27,7
2018-07-27,4
2018-07-28,1
2018-07-28,2
2018-07-28,0
2018-07-28,0
2018-07-28,3
2018-07-28,9
2018-07-28,11
2018-07-28,31
2018-07-28,63
2018-07-28,217
2018-07-28,568
2018-07-28,810
2018-07-28,802
2018-07-28,940
2018-07-28,1001
2018-07-28,759
2018-07-28,423
2018-07-28,121
2018-07-28,27
2018-07-28,16
2018-07-28,6
2018-07-28,0
2018-07-28,0
2018-07-29,0
2018-07-29,0
2018-07-29,0
2018-07-29,0
2018-07-29,4
2018-07-29,0
2018-07-29,17
2018-07-29,6
2018-07-29,36
2018-07-29,97
2018-07-29,332
2018-07-29,815
2018-07-29,1083
2018-07-29,915
2018-07-29,818
2018-07-29,722
2018-07-29,486
2018-07-29,187
2018-07-29,23
2018-07-29,43
2018-07-29,0
2018-07-29,0
2018-07-29,1
2018-07-30,2
2018-07-30,1
2018-07-30,0
2018-07-30,0
2018-07-30,26
2018-07-30,26
2018-07-30,25
2018-07-30,32
2018-07-30,65
2018-07-30,193
2018-07-30,378
2018-07-30,838
2018-07-30,818
2018-07-30,841
2018-07-30,602
2018-07-30,438
2018-07-30,294
2018-07-30,160
2018-07-30,23
2018-07-30,10
2018-07-30,7
2018-07-30,4
2018-07-30,0
2018-07-30,0
2018-07-31,0
2018-07-31,1
2018-07-31,0
2018-07-31,0
2018-07-31,3
2018-07-31,15
2018-07-31,42
2018-07-31,60
2018-07-31,96
2018-07-31,333
2018-07-31,469
2018-07-31,608
2018-07-31,529
2018-07-31,579
2018-07-31,378
2018-07-31,202
2018-07-31,263
2018-07-31,131
2018-07-31,13
2018-07-31,5
2018-07-31,5
2018-07-31,2
2018-07-31,0
2018-07-31,0
2018-08-01,2
2018-08-01,1
2018-08-01,0
2018-08-01,15
2018-08-01,18
2018-08-01,196
2018-08-01,261
2018-08-01,359
2018-08-01,209
2018-08-01,422
2018-08-01,468
2018-08-01,701
2018-08-01,794
2018-08-01,760
2018-08-01,489
2018-08-01,320
2018-08-01,222
2018-08-01,92
2018-08-01,22
2018-08-01,5
2018-08-01,2
2018-08-01,2
2018-08-01,0
2018-08-02,0
2018-08-02,0
2018-08-02,0
2018-08-02,0
2018-08-02,2
2018-08-02,43
2018-08-02,31
2018-08-02,41
2018-08-02,92
2018-08-02,221
2018-08-02,505
2018-08-02,640
2018-08-02,741
2018-08-02,628
2018-08-02,542
2018-08-02,338
2018-08-02,273
2018-08-02,172
2018-08-02,33
2018-08-02,0
2018-08-02,2
2018-08-02,0
2018-08-02,5
2018-08-03,0
2018-08-03,1
2018-08-03,0
2018-08-03,0
2018-08-03,2
2018-08-03,22
2018-08-03,35
2018-08-03,50
2018-08-03,166
2018-08-03,312
2018-08-03,517
2018-08-03,713
2018-08-03,762
2018-08-03,613
2018-08-03,822
2018-08-03,498
2018-08-03,295
2018-08-03,241
2018-08-03,39
2018-08-03,32
2018-08-03,0
2018-08-03,3
2018-08-03,0
2018-08-03,0
2018-08-04,1
2018-08-04,0
2018-08-04,0
2018-08-04,0
2018-08-04,17
2018-08-04,65
2018-08-04,90
2018-08-04,119
2018-08-04,363
2018-08-04,602
2018-08-04,717
2018-08-04,653
2018-08-04,994
2018-08-04,929
2018-08-04,838
2018-08-04,581
2018-08-04,402
2018-08-04,291
2018-08-04,46
2018-08-04,8
2018-08-04,1
2018-08-04,1
2018-08-04,2
2018-08-05,0
2018-08-05,2
2018-08-05,0
2018-08-05,0
2018-08-05,4
2018-08-05,29
2018-08-05,39
2018-08-05,158
2018-08-05,346
2018-08-05,673
2018-08-05,802
2018-08-05,963
2018-08-05,1206
2018-08-05,1267
2018-08-05,984
2018-08-05,655
2018-08-05,493
2018-08-05,259
2018-08-05,42
2018-08-05,20
2018-08-05,1
2018-08-05,0
2018-08-05,1
2018-08-05,2
2018-08-06,0
2018-08-06,0
2018-08-06,1
2018-08-06,0
2018-08-06,8
2018-08-06,25
2018-08-06,30
2018-08-06,60
2018-08-06,159
2018-08-06,501
2018-08-06,807
2018-08-06,611
2018-08-06,760
2018-08-06,985
2018-08-06,726
2018-08-06,409
2018-08-06,294
2018-08-06,98
2018-08-06,15
2018-08-06,2
2018-08-06,3
2018-08-06,4
2018-08-06,0
2018-08-06,0
2018-08-07,0
2018-08-07,0
2018-08-07,0
2018-08-07,0
2018-08-07,4
2018-08-07,32
2018-08-07,35
2018-08-07,11
2018-08-07,58
2018-08-07,60
2018-08-07,305
2018-08-07,749
2018-08-07,1203
2018-08-07,1117
2018-08-07,1054
2018-08-07,957
2018-08-07,490
2018-08-07,189
2018-08-07,45
2018-08-07,1
2018-08-07,2
2018-08-07,3
2018-08-07,4
2018-08-08,0
2018-08-08,0
2018-08-08,0
2018-08-08,0
2018-08-08,1
2018-08-08,15
2018-08-08,27
2018-08-08,18
2018-08-08,99
2018-08-08,196
2018-08-08,611
2018-08-08,750
2018-08-08,922
2018-08-08,884
2018-08-08,756
2018-08-08,550
2018-08-08,543
2018-08-08,255
2018-08-08,29
2018-08-08,1
2018-08-08,2
2018-08-08,0
2018-08-08,0
2018-08-09,0
2018-08-09,0
2018-08-09,1
2018-08-09,0
2018-08-09,8
2018-08-09,21
2018-08-09,18
2018-08-09,34
2018-08-09,119
2018-08-09,216
2018-08-09,648
2018-08-09,753
2018-08-09,702
2018-08-09,944
2018-08-09,634
2018-08-09,476
2018-08-09,380
2018-08-09,185
2018-08-09,28
2018-08-09,5
2018-08-09,2
2018-08-09,5
2018-08-09,8
2018-08-09,0
2018-08-10,5
2018-08-10,4
2018-08-10,0
2018-08-10,0
2018-08-10,8
2018-08-10,62
2018-08-10,83
2018-08-10,125
2018-08-10,140
2018-08-10,356
2018-08-10,776
2018-08-10,716
2018-08-10,915
2018-08-10,933
2018-08-10,973
2018-08-10,839
2018-08-10,555
2018-08-10,177
2018-08-10,24
2018-08-10,35
2018-08-10,2
2018-08-10,4
2018-08-10,1
2018-08-11,0
2018-08-11,0
2018-08-11,0
2018-08-11,0
2018-08-11,6
2018-08-11,116
2018-08-11,130
2018-08-11,179
2018-08-11,329
2018-08-11,814
2018-08-11,1078
2018-08-11,923
2018-08-11,1197
2018-08-11,1174
2018-08-11,1285
2018-08-11,1072
2018-08-11,748
2018-08-11,508
2018-08-11,182
2018-08-11,44
2018-08-11,71
2018-08-11,14
2018-08-11,13
2018-08-12,2
2018-08-12,1
2018-08-12,2
2018-08-12,3
2018-08-12,5
2018-08-12,97
2018-08-12,58
2018-08-12,489
2018-08-12,1083
2018-08-12,1139
2018-08-12,1088
2018-08-12,1490
2018-08-12,1408
2018-08-12,1420
2018-08-12,1202
2018-08-12,1071
2018-08-12,794
2018-08-12,553
2018-08-12,131
2018-08-12,12
2018-08-12,31
2018-08-12,2
2018-08-12,1
2018-08-13,0
2018-08-13,1
2018-08-13,0
2018-08-13,0
2018-08-13,4
2018-08-13,40
2018-08-13,72
2018-08-13,307
2018-08-13,870
2018-08-13,1151
2018-08-13,1115
2018-08-13,1454
2018-08-13,1577
2018-08-13,1649
2018-08-13,1535
2018-08-13,1304
2018-08-13,715
2018-08-13,445
2018-08-13,208
2018-08-13,22
2018-08-13,7
2018-08-13,4
2018-08-13,46
2018-08-14,3
2018-08-14,3
2018-08-14,3
2018-08-14,0
2018-08-14,8
2018-08-14,240
2018-08-14,73
2018-08-14,377
2018-08-14,877
2018-08-14,1003
2018-08-14,1321
2018-08-14,1322
2018-08-14,1107
2018-08-14,1553
2018-08-14,1705
2018-08-14,996
2018-08-14,734
2018-08-14,483
2018-08-14,174
2018-08-14,3
2018-08-14,5
2018-08-14,5
2018-08-14,1
2018-08-15,1
2018-08-15,0
2018-08-15,0
2018-08-15,0
2018-08-15,0
2018-08-15,26
2018-08-15,38
2018-08-15,129
2018-08-15,595
2018-08-15,1035
2018-08-15,1385
2018-08-15,1477
2018-08-15,1825
2018-08-15,1603
2018-08-15,1649
2018-08-15,1298
2018-08-15,961
2018-08-15,452
2018-08-15,63
2018-08-15,1
2018-08-15,0
2018-08-15,0
2018-08-15,0
2018-08-15,1
2018-08-16,0
2018-08-16,1
2018-08-16,0
2018-08-16,0
2018-08-16,2
2018-08-16,29
2018-08-16,11
2018-08-16,62
2018-08-16,183
2018-08-16,823
2018-08-16,971
2018-08-16,1298
2018-08-16,1334
2018-08-16,1542
2018-08-16,1429
2018-08-16,824
2018-08-16,606
2018-08-16,393
2018-08-16,31
2018-08-16,4
2018-08-16,1
2018-08-16,2
2018-08-16,3
2018-08-17,0
2018-08-17,0
2018-08-17,0
2018-08-17,0
2018-08-17,2
2018-08-17,29
2018-08-17,31
2018-08-17,102
2018-08-17,196
2018-08-17,883
2018-08-17,1132
2018-08-17,1294
2018-08-17,1422
2018-08-17,1196
2018-08-17,1312
2018-08-17,1158
2018-08-17,891
2018-08-17,497
2018-08-17,77
2018-08-17,47
2018-08-17,7
2018-08-17,11
2018-08-17,1
2018-08-18,0
2018-08-18,1
2018-08-18,6
2018-08-18,1
2018-08-18,3
2018-08-18,50
2018-08-18,49
2018-08-18,99
2018-08-18,262
2018-08-18,625
2018-08-18,1079
2018-08-18,1115
2018-08-18,1429
2018-08-18,1503
2018-08-18,1581
2018-08-18,993
2018-08-18,684
2018-08-18,449
2018-08-18,56
2018-08-18,4
2018-08-18,0
2018-08-18,1
2018-08-18,1
2018-08-19,0
2018-08-19,0
2018-08-19,0
2018-08-19,0
2018-08-19,0
2018-08-19,41
2018-08-19,31
2018-08-19,70
2018-08-19,191
2018-08-19,709
2018-08-19,1261
2018-08-19,993
2018-08-19,1640
2018-08-19,1412
2018-08-19,1452
2018-08-19,1216
2018-08-19,635
2018-08-19,343
2018-08-19,42
2018-08-19,7
2018-08-19,3
2018-08-19,2
2018-08-19,0
2018-08-20,0
2018-08-20,0
2018-08-20,0
2018-08-20,0
2018-08-20,3
2018-08-20,39
2018-08-20,20
2018-08-20,66
2018-08-20,83
2018-08-20,228
2018-08-20,752
2018-08-20,847
2018-08-20,1015
2018-08-20,820
2018-08-20,940
2018-08-20,783
2018-08-20,580
2018-08-20,201
2018-08-20,21
2018-08-20,0
2018-08-20,1
2018-08-20,2
2018-08-20,1
2018-08-21,1
2018-08-21,0
2018-08-21,1
2018-08-21,0
2018-08-21,2
2018-08-21,35
2018-08-21,10
2018-08-21,38
2018-08-21,44
2018-08-21,173
2018-08-21,515
2018-08-21,1026
2018-08-21,1075
2018-08-21,1171
2018-08-21,1082
2018-08-21,771
2018-08-21,458
2018-08-21,147
2018-08-21,6
2018-08-21,4
2018-08-21,1
2018-08-21,1
2018-08-21,2
2018-08-22,1
2018-08-22,0
2018-08-22,0
2018-08-22,1
2018-08-22,3
2018-08-22,11
2018-08-22,17
2018-08-22,19
2018-08-22,77
2018-08-22,246
2018-08-22,546
2018-08-22,880
2018-08-22,1051
2018-08-22,1273
2018-08-22,920
2018-08-22,619
2018-08-22,404
2018-08-22,194
2018-08-22,18
2018-08-22,6
2018-08-22,10
2018-08-22,7
2018-08-22,2
2018-08-23,0
2018-08-23,0
2018-08-23,0
2018-08-23,0
2018-08-23,22
2018-08-23,13
2018-08-23,18
2018-08-23,38
2018-08-23,122
2018-08-23,348
2018-08-23,591
2018-08-23,767
2018-08-23,590
2018-08-23,400
2018-08-23,287
2018-08-23,55
2018-08-23,10
2018-08-23,3
2018-08-23,3
2018-08-23,0
2018-08-23,0
2018-08-23,0
2018-08-24,0
2018-08-24,0
2018-08-24,0
2018-08-24,0
2018-08-24,1
2018-08-24,27
2018-08-24,31
2018-08-24,6
2018-08-24,32
2018-08-24,119
2018-08-24,307
2018-08-24,711
2018-08-24,1076
2018-08-24,1202
2018-08-24,1053
2018-08-24,732
2018-08-24,486
2018-08-24,194
2018-08-24,21
2018-08-24,31
2018-08-24,14
2018-08-24,2
2018-08-24,0
2018-08-25,5
2018-08-25,0
2018-08-25,1
2018-08-25,0
2018-08-25,1
2018-08-25,38
2018-08-25,17
2018-08-25,41
2018-08-25,117
2018-08-25,532
2018-08-25,855
